style,view,shoe,speed_mph,run_folder,stride_idx,contact_ms,air_ms,stride_ms,ratio,pct_contact,knee_angle_deg,ankle_ahead_knee_px,toeoff_ankle_knee_px,cadence_spm,loading_rate,flight_arc_px,hip_osc_px
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181058,41,367,300,667,1.2233333333333334,55.02248875562219,165.22164608896435,-5.178785264307635,299.9418892442543,89.95502248875562,0.49784231954471925,150.8541048597865,93.50641858825911
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181058,42,300,200,500,1.5,60.0,166.53528871929868,-29.75662764216156,282.29267065789475,120.0,0.7985262195132409,146.2444545253262,84.4730780174677
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,0,466,400,866,1.165,53.81062355658198,167.34626659482223,-14.208553340508502,322.47483040017926,69.28406466512702,0.6148969952740979,245.8424414255909,
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,1,467,367,834,1.2724795640326976,55.99520383693045,169.9048636946597,-15.159788686443562,330.02183740068847,71.94244604316546,0.8835367802917053,218.02197902045214,116.72042592137592
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,2,466,400,866,1.165,53.81062355658198,163.34907239316138,5.571810929609569,299.51916346437906,69.28406466512702,0.7304838125050077,247.62622792828358,124.32127895073614
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,3,467,400,867,1.1675,53.8638985005767,172.6280605129233,-17.758887066404895,349.43553794104673,69.20415224913495,0.8455955261252384,244.78233223075154,131.00357722354863
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,4,433,400,833,1.0825,51.980792316926774,169.1126484643635,7.345536184442949,321.7142170767962,72.02881152460985,0.7511249036200058,253.48456682343715,132.31020402975275
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,5,467,400,867,1.1675,53.8638985005767,168.4227533133022,-13.780517413396751,341.4155404876889,69.20415224913495,0.997712156242829,246.26958622969892,121.84450393227948
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,6,433,400,833,1.0825,51.980792316926774,169.52132244263925,-15.040219042352987,319.80536914686695,72.02881152460985,1.0166834689089534,260.50217838196215,126.34812060914318
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,7,467,400,867,1.1675,53.8638985005767,169.81729221635794,-27.757517947338442,341.8163836177897,69.20415224913495,1.1336548219592362,273.0431487471069,126.48668914864619
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,8,467,400,867,1.1675,53.8638985005767,171.07133435073249,-20.39653504591672,344.87408461558846,69.20415224913495,1.0739826238077004,267.1975348240253,121.19349086212742
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,9,466,400,866,1.165,53.81062355658198,167.7340172686045,-4.378679852096639,331.22466282240225,69.28406466512702,1.0724405831516588,265.8050298159627,122.43262521795737
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,10,467,400,867,1.1675,53.8638985005767,169.21481675549774,-17.555530719070134,305.31280272588845,69.20415224913495,1.0880451124055013,268.7378686657836,117.83276305837582
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,11,467,366,833,1.2759562841530054,56.062424969988,165.42409658761258,-2.0130582225932585,303.55425615686704,72.02881152460985,1.040192222133955,232.04641453782324,127.18850784447011
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,12,467,400,867,1.1675,53.8638985005767,163.0807300417315,0.5819820975577841,294.9561101170125,69.20415224913495,0.8422493665931208,246.2784844189174,127.18850784447011
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,13,333,400,733,0.8325,45.429740791268756,157.10754020679494,35.213438481685785,353.57005069489185,81.85538881309687,1.0565375778398156,258.9538369842162,125.3569028434136
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,14,434,366,800,1.185792349726776,54.25,167.5964385982517,16.303204668005606,326.3947048769919,75.0,0.6209263717853694,247.79004083074494,128.23040028513645
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,15,434,433,867,1.002309468822171,50.05767012687428,168.45916591803316,1.4690584767415658,292.5744412484837,69.20415224913495,0.986207077462409,250.0547989402379,130.06434932782625
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,16,433,400,833,1.0825,51.980792316926774,166.53020525647602,-0.6242785775839366,329.95345693254865,72.02881152460985,0.9083198338792231,254.63597714622585,131.64557519721026
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,17,434,400,834,1.085,52.038369304556355,163.2133138802012,10.603191536465374,325.04967114665044,71.94244604316546,0.8085254934877879,233.74938535835167,137.05156882541837
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,18,433,400,833,1.0825,51.980792316926774,165.27572873468566,1.3408095897331123,315.0697731101717,72.02881152460985,0.863212039450048,253.75443508997967,124.92079529404714
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,19,433,400,833,1.0825,51.980792316926774,167.10535359730582,1.4823324090502865,306.7298719902293,72.02881152460985,0.9958270713926034,280.480273041459,130.50022401329733
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,20,467,367,834,1.2724795640326976,55.99520383693045,166.10766510746302,-7.5920907744941815,336.6692247254308,71.94244604316546,1.2853899844230448,260.28233933010745,131.98416429065165
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,21,333,400,733,0.8325,45.429740791268756,161.90669715442567,29.012991569682413,284.05323252880726,81.85538881309687,1.5260296990741153,233.7821976317332,127.31803552886592
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,22,433,400,833,1.0825,51.980792316926774,167.81156413733643,-3.575720635372477,330.0408904718465,72.02881152460985,0.7828611652395849,276.3237618084271,114.21917708896132
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,23,400,434,834,0.9216589861751152,47.961630695443645,167.29555186656347,12.969853300345903,283.9328633082032,71.94244604316546,1.102875279634434,241.4006783480495,114.21917708896132
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,24,433,267,700,1.6217228464419475,61.857142857142854,166.28417200288703,5.442458713136034,290.613940944718,85.71428571428571,0.7943352275502997,254.42367668363636,117.84414403651597
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,25,333,233,566,1.4291845493562232,58.8339222614841,170.05685655607448,-22.42571135657772,296.3926878092726,106.00706713780919,1.287443777772797,265.7181169565722,119.62295978633689
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,26,334,400,734,0.835,45.50408719346049,161.68933742800587,54.5096291700155,287.68571143159477,81.74386920980926,1.711323977247113,240.18322011885766,107.22143424985406
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,27,433,400,833,1.0825,51.980792316926774,163.31346970959555,14.27905170416318,318.84742171361336,72.02881152460985,0.9305451807514946,272.36790453078527,112.45612281191984
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,28,433,400,833,1.0825,51.980792316926774,166.2123982574689,4.09175138360888,320.91954102541683,72.02881152460985,1.1759058862463927,263.71037445239097,118.82913440762337
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,29,434,433,867,1.002309468822171,50.05767012687428,168.63658549513383,-6.224373516002856,294.250491653416,69.20415224913495,1.0401265679183984,264.1008501448283,111.21314234532682
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,30,433,367,800,1.1798365122615804,54.125,162.70027549444853,13.076750464584165,331.96144903568415,75.0,0.520624932324594,247.96236917260615,111.9170026372907
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,31,433,367,800,1.1798365122615804,54.125,165.04412169244637,24.37374434354797,348.08930369132463,75.0,0.9484191983713092,261.1738942919038,120.99127592849686
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,32,433,400,833,1.0825,51.980792316926774,167.9672154025107,0.43013506052284356,325.53301463611103,72.02881152460985,1.1881743545925627,285.7928583041445,122.5505626428886
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,33,434,400,834,1.085,52.038369304556355,169.31653047020924,-11.950155732090593,289.572544511542,71.94244604316546,1.2422928856722155,263.644540510541,120.41586790633087
too_bouncy,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181151,34,433,400,833,1.0825,51.980792316926774,167.64226886714926,-4.647861888021225,319.8968412967189,72.02881152460985,1.1006591278272042,302.4318964424922,
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,0,300,333,633,0.9009009009009009,47.39336492890995,146.2944835402276,141.11610276139834,293.5116123831001,94.7867298578199,0.014160192707475799,139.56361871547858,
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,1,467,333,800,1.4024024024024024,58.375,168.91471138266368,-40.44039998757955,289.2136035934452,75.0,0.2225277976428741,143.71545130592187,
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,2,467,200,667,2.335,70.01499250374813,168.76686260197144,-28.063360218129674,292.216886582544,89.95502248875562,0.40798402115503496,136.33112325639843,73.9072243949125
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,3,333,367,700,0.9073569482288828,47.57142857142857,166.77583920883302,-23.183155850993444,273.45740114646424,85.71428571428571,0.8368468248658805,158.394315537721,77.93893632706414
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,4,433,333,766,1.3003003003003002,56.527415143603136,167.97199269765602,-19.65614321311375,275.867751002025,78.3289817232376,0.20001185030313404,163.46801586369315,88.49557586517699
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,5,467,333,800,1.4024024024024024,58.375,171.86067936876265,-48.50548603925745,290.23985170907486,75.0,0.682985212438891,168.71086146961397,88.25759128186182
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,6,334,300,634,1.1133333333333333,52.6813880126183,170.70129274987647,-41.053942448676594,309.79701270959526,94.6372239747634,0.2765629734468336,161.43406329697314,81.25974163814361
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,7,433,367,800,1.1798365122615804,54.125,166.48866769096307,-30.75205269378239,265.26867984652995,75.0,0.3958346166993392,156.54435359664683,87.64412198817737
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,8,400,233,633,1.7167381974248928,63.191153238546605,165.25298456264576,-28.09621761711594,289.9877658832579,94.7867298578199,0.41957341822565797,156.0218101015688,93.2172689474246
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,9,433,200,633,2.165,68.4044233807267,171.2921723176067,-38.2320500488612,267.3380491000132,94.7867298578199,0.5760400558938892,157.31287137093705,80.46455798508245
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,10,334,366,700,0.912568306010929,47.714285714285715,162.15610996051933,21.777816520318993,272.9711396741877,85.71428571428571,1.007515224570071,170.8389572087483,60.87459453619434
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,11,434,333,767,1.3033033033033032,56.58409387222947,161.2703979629804,-5.277617689908425,299.9573522209889,78.22685788787484,0.42839440431165304,156.65421240959733,70.7219993295596
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,12,433,334,767,1.2964071856287425,56.45371577574967,168.67698044491294,-27.705511293752693,284.55870508439784,78.22685788787484,0.3046210057262006,141.11053641922547,75.55282292506186
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,13,433,367,800,1.1798365122615804,54.125,170.8543468505222,-35.60719171225185,271.0789049442935,75.0,0.3352549106332364,148.71922231585006,73.02726228758367
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,14,433,367,800,1.1798365122615804,54.125,170.28124345029929,-40.21079102149724,283.30016866937285,75.0,0.3746763018536454,154.10810354795365,72.75055148961602
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,15,433,333,766,1.3003003003003002,56.527415143603136,166.1141477374857,-17.930353603247795,303.45301011706624,78.3289817232376,0.3059191919599392,158.94350438717697,72.22502850924491
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,16,434,366,800,1.185792349726776,54.25,170.9398378378727,-42.57157634363955,263.90379501062125,75.0,0.3597005814728611,149.27687048306905,83.38028581910001
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,17,400,367,767,1.0899182561307903,52.15123859191656,157.66052104850928,6.994059406065389,262.1362370664242,78.22685788787484,0.3932255159693059,148.8782635791557,79.61129679196536
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,18,433,367,800,1.1798365122615804,54.125,171.03644242309994,-42.333999643407196,267.64471489816606,75.0,0.25967624264146183,151.08729365220347,76.4858973583616
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,19,433,334,767,1.2964071856287425,56.45371577574967,166.33617981419263,-9.022308923861033,288.2038608941955,78.22685788787484,0.307097925079767,143.16527506844795,81.2058218693597
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,20,433,367,800,1.1798365122615804,54.125,166.68170573461168,-18.039822198278785,274.1307202836192,75.0,0.4657237347885667,158.8987904258787,84.29960417568212
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,21,433,333,766,1.3003003003003002,56.527415143603136,169.02436853954043,-19.13790034826684,288.35932785625994,78.3289817232376,0.33417002856052885,150.13005206259743,80.95777212108325
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,22,434,366,800,1.185792349726776,54.25,169.5272237284297,-36.714705850042606,273.2443634468236,75.0,0.3930165254118904,146.23691153921618,77.09878525307012
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,23,300,300,600,1.0,50.0,165.16026098222127,-7.4573537205366165,330.66704647865527,100.0,0.44146436238274683,139.55324935528688,75.32685776011068
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,24,434,333,767,1.3033033033033032,56.58409387222947,166.87692135608359,-15.844998283792052,303.3091939689075,78.22685788787484,0.34357159893116124,152.93167978578367,75.32685776011068
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,25,467,333,800,1.4024024024024024,58.375,167.37070857968754,-23.181468931132372,290.9375422492759,75.0,0.5443670969458753,146.77714528208492,83.73370448436229
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,26,433,367,800,1.1798365122615804,54.125,167.80742461461477,-26.44705370183317,273.52387953703874,75.0,0.42859596411240225,146.79157318863145,83.73370448436229
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,27,433,367,800,1.1798365122615804,54.125,169.832677783861,-33.7619207267835,277.286955572657,75.0,0.38164285430149847,142.55032168068408,78.0524026766114
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,28,433,334,767,1.2964071856287425,56.45371577574967,167.40237722132127,-22.079559529242374,294.4860473471705,78.22685788787484,0.2901753255230029,144.72051343854503,76.24610905991719
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,29,400,300,700,1.3333333333333333,57.14285714285714,170.9317762003241,-41.70093542119548,313.14301163170694,85.71428571428571,0.4512813365336363,146.40461028924074,77.23291144267375
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,30,466,334,800,1.3952095808383234,58.25,168.81956067458552,-46.11827527767434,287.2611322135215,75.0,0.55743897416899,141.20674702047972,72.84903116609138
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,31,400,333,733,1.2012012012012012,54.570259208731244,167.12306068526715,-29.20393416529214,304.10937797229394,81.85538881309687,0.5570369665296837,152.7485657000251,77.13907338104164
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,32,433,367,800,1.1798365122615804,54.125,170.93450256767812,-39.357624487887506,275.39438741446475,75.0,0.41505285619978627,142.77936150366554,81.90260837176379
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,33,433,367,800,1.1798365122615804,54.125,171.21104376263128,-33.223286990154975,291.6079200145905,75.0,0.4427369004707457,150.07509789155915,81.90260837176379
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,34,433,334,767,1.2964071856287425,56.45371577574967,166.1572971704813,-10.517863961239414,303.7490710346997,78.22685788787484,0.34674902957800413,136.8424512230755,77.6934242944071
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,35,466,334,800,1.3952095808383234,58.25,170.48956179791372,-34.70585733814141,312.6753201725413,75.0,0.523319889909781,146.7500318531945,74.13262316135432
normal,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181245,36,400,366,766,1.092896174863388,52.219321148825074,166.90495161936465,-21.64049140857321,251.66265993026695,78.3289817232376,0.37239110320539265,154.29013511259075,74.61862990686495
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,0,533,400,933,1.3325,57.12754555198285,174.80287616102152,-87.81828014574558,291.9629071821647,64.30868167202573,0.23174941867892243,156.71209308026562,
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,1,500,400,900,1.25,55.55555555555556,170.5775094809116,-59.342218124297574,281.26715034614085,66.66666666666667,0.12903423933377858,149.8716105968125,68.57147050617347
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,2,567,367,934,1.5449591280653951,60.7066381156317,178.31867804431678,-137.2899706655753,288.17309119027743,64.23982869379014,0.3224352976685221,151.7943160805321,68.57147050617347
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,3,533,367,900,1.452316076294278,59.22222222222222,171.89027439454364,-77.84893645514114,287.53444261530024,66.66666666666667,0.3403481475238208,151.12458820360746,60.08779297136684
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,4,533,400,933,1.3325,57.12754555198285,175.46737180664016,-86.05663580135558,280.6616639109727,64.30868167202573,0.3322072391030518,164.61910615740135,63.7805842835042
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,5,500,400,900,1.25,55.55555555555556,173.28669959804097,-67.76392293630704,270.9336287986905,66.66666666666667,0.19670859705181623,143.18368928459745,63.807329251957114
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,6,500,400,900,1.25,55.55555555555556,171.16902393435478,-55.80089574929639,290.76734507917206,66.66666666666667,0.14597449336671287,157.74013471973774,61.37218333717476
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,7,533,367,900,1.452316076294278,59.22222222222222,170.0755607926408,-65.52516765804342,292.8424548520459,66.66666666666667,0.29977865351474803,148.48357095751214,61.37218333717476
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,8,600,367,967,1.6348773841961852,62.04756980351603,175.93722769151046,-150.4195098745705,288.761199920663,62.047569803516026,0.27765729046675186,158.43638198392853,63.74836615423304
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,9,533,400,933,1.3325,57.12754555198285,178.49616969599788,-123.0690302385085,284.54606842067324,64.30868167202573,0.3187687242131373,162.8854897782677,76.22850117449734
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,10,533,400,933,1.3325,57.12754555198285,175.45519819174578,-90.04860901470533,280.7272606818684,64.30868167202573,0.31512064362716974,166.12764309094428,68.43872194053067
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,11,567,367,934,1.5449591280653951,60.7066381156317,174.9174290342917,-102.10112568809484,285.7073013556119,64.23982869379014,0.3730340306422441,151.38067497441114,65.64802978041719
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,12,533,367,900,1.452316076294278,59.22222222222222,176.37556260871978,-106.6418403565616,282.22026465623924,66.66666666666667,0.2666681580940947,163.77946575726583,70.88891380972849
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,13,566,367,933,1.542234332425068,60.664523043944264,176.92465852313694,-114.14237079481336,276.3775514817187,64.30868167202573,0.27286334767246306,164.19138257818815,73.41604170327054
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,14,533,367,900,1.452316076294278,59.22222222222222,175.8047993078541,-100.15350907975301,289.60077464775566,66.66666666666667,0.34428953910900056,157.59529808786397,72.79581056903683
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,15,567,366,933,1.5491803278688525,60.77170418006431,175.00297461887357,-108.94906684438024,284.86789156051645,64.30868167202573,0.32376037202876845,153.96376176246451,66.14140393470205
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,16,534,400,934,1.335,57.17344753747323,175.52998536651845,-117.86001026364431,282.6496520989501,64.23982869379014,0.458996051723674,156.34969672878344,70.63176001336606
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,17,500,400,900,1.25,55.55555555555556,172.39782693896416,-78.34987510343865,279.3496321641313,66.66666666666667,0.4318673738121012,155.7118747314778,72.91702783711182
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,18,500,400,900,1.25,55.55555555555556,176.40415434678818,-120.36330006246487,279.89350196943974,66.66666666666667,0.2703225756372778,171.81098855323717,82.81238209474924
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,19,533,400,933,1.3325,57.12754555198285,173.80607879590065,-98.17423126269318,274.8149327591351,64.30868167202573,0.16584957941444445,169.2864866466981,86.51017070681405
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,20,500,367,867,1.3623978201634876,57.67012687427913,169.86039520511102,-60.22992519799266,287.78709405180814,69.20415224913495,0.2672174232059214,164.82748500531034,80.26192004571254
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,21,433,400,833,1.0825,51.980792316926774,170.4154985092165,-80.03185079251557,278.73811447005585,72.02881152460985,0.39019260652209403,155.0403357539318,68.67722959196425
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,22,533,367,900,1.452316076294278,59.22222222222222,169.90342728482807,-71.01343864454566,289.9363495150591,66.66666666666667,0.2361890831826881,148.92066174702313,79.24919968316223
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,23,533,367,900,1.452316076294278,59.22222222222222,175.17932557340598,-92.19448339774112,296.1523470714686,66.66666666666667,0.43642385450365045,145.40631419192823,80.24567781962617
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,24,467,366,833,1.2759562841530054,56.062424969988,161.51604920646864,-21.561609282429913,286.7048747206733,72.02881152460985,0.3052509684837587,162.804622976985,80.04596661744014
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,25,500,367,867,1.3623978201634876,57.67012687427913,175.52717158312814,-93.6937881247959,278.38012654548515,69.20415224913495,0.3024058110055771,164.07750908234016,73.33312774326964
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,26,500,367,867,1.3623978201634876,57.67012687427913,175.66516419749433,-91.00994334024745,280.74989916764616,69.20415224913495,0.4386411074672357,164.5240984988559,77.31647129891431
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,27,466,367,833,1.2697547683923707,55.942376950780314,175.08128667672614,-105.33781167648442,286.1427338698088,72.02881152460985,0.4444841430847509,153.91349570056366,68.89035012609564
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,28,533,367,900,1.452316076294278,59.22222222222222,172.62173774677558,-88.21644390711151,292.1422975658588,66.66666666666667,0.3757335549319649,143.26956848190162,67.64631255867334
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,29,500,367,867,1.3623978201634876,57.67012687427913,172.5406994374672,-76.5361043660447,286.42758654617285,69.20415224913495,0.2845963080327041,153.72377651880356,66.05908839545782
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,30,466,367,833,1.2697547683923707,55.942376950780314,172.75064684502598,-107.16371967335567,274.0391488544989,72.02881152460985,0.20098348140697822,146.05480140549173,64.83092209976972
overstriding,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181332,31,500,367,867,1.3623978201634876,57.67012687427913,174.99226215100632,-96.30369152312176,271.7662427850204,69.20415224913495,0.25397604314217553,157.34463767265152,60.668820914362
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,0,266,300,566,0.8866666666666667,46.996466431095406,146.15589169024145,127.06738034061277,287.0830057075277,106.00706713780919,0.38998114234030457,146.11688675284768,74.69270271389979
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,1,334,300,634,1.1133333333333333,52.6813880126183,164.15041369384198,-10.06156218835315,270.6374531207541,94.6372239747634,0.5429721939977015,125.67901865038652,74.69270271389979
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,2,333,300,633,1.11,52.60663507109005,163.26130385557164,-2.757293014263837,282.92915400041966,94.7867298578199,0.24760628103664353,137.9907332758612,55.22715123246138
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,3,367,300,667,1.2233333333333334,55.02248875562219,167.8941352752335,-19.1694648343248,283.1542159179944,89.95502248875562,0.3273212177802003,143.13969125942617,68.48109079787804
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,4,333,267,600,1.247191011235955,55.50000000000001,166.8985938380225,-14.860976770504749,285.4232387877412,100.0,0.4805271678090379,137.26538923918156,73.6751388089671
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,5,333,300,633,1.11,52.60663507109005,168.8743897700559,-6.365278136639631,270.57077519884933,94.7867298578199,0.30916347386734205,142.21873077621706,62.789136356342695
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,6,333,300,633,1.11,52.60663507109005,166.42476222113606,-16.413394619786345,271.19208910741327,94.7867298578199,0.6530206639547631,146.6341837934092,66.44678159910953
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,7,367,300,667,1.2233333333333334,55.02248875562219,165.50970345862208,-28.571845693807063,278.94633684915834,89.95502248875562,0.8145534046681383,138.6120932134378,66.37376628619606
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,8,400,300,700,1.3333333333333333,57.14285714285714,163.72974073809962,-26.811311665380686,282.75498326736556,85.71428571428571,0.5709850252912072,145.8684942609541,65.78816174393609
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,9,367,300,667,1.2233333333333334,55.02248875562219,165.922747819839,-11.023028829078385,297.0635812165283,89.95502248875562,0.32942004821647836,157.4667519160713,69.34803067506061
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,10,366,334,700,1.095808383233533,52.28571428571429,160.39438695963838,-8.393370758741185,271.6383943606877,85.71428571428571,0.4949754060268131,155.6642583954257,66.77077086551665
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,11,333,333,666,1.0,50.0,164.40525402933835,-0.0008221283854936701,259.72942001872934,90.09009009009009,0.4325864835538854,153.9945516276258,56.994625784838206
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,12,334,300,634,1.1133333333333333,52.6813880126183,165.7865030943415,1.062779174444131,278.5402894592048,94.6372239747634,0.4205924539609265,146.4517376901024,62.3775607935733
small_steps,perpendicular,ASICS Gel-Nimbus,5.0,20260609_181419,13,366,300,666,1.22,54.95495495495496,166.69471164829886,-26.470751462771545,286.04546028093034,90.09009009009009,0.8213666993246074,155.863848327769,69.4001047062635
