frame,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,0,746.916015625,64.52627563476562,0.002092586364597082,751.2425537109375,48.12547302246094,0.0027792658656835556,752.4008178710938,66.19523620605469,0.0009136477019637823,789.8370361328125,33.89112854003906,0.01688760332763195,797.8800659179688,64.82100677490234,0.0026325101498514414,789.483642578125,0.0,0.027171840891242027,852.6245727539062,0.0,0.014974147081375122,721.6260375976562,10.383316040039062,0.11323989927768707,804.8770751953125,22.5849609375,0.05290612578392029,745.7704467773438,13.027862548828125,0.10965077579021454,744.3046875,34.89546203613281,0.06264670193195343,878.4530639648438,122.86170959472656,0.9327682852745056,920.0438842773438,122.39620971679688,0.9021319150924683,779.2591552734375,465.3263244628906,0.9911681413650513,865.724853515625,477.1209411621094,0.9831224083900452,826.1316528320312,830.0608520507812,0.991204023361206,1113.5533447265625,666.0615844726562,0.9863600134849548
1,33,764.8059692382812,64.75340270996094,0.0032831106800585985,770.657470703125,46.58445739746094,0.003114900318905711,770.653564453125,67.13648986816406,0.0012820458505302668,810.8525390625,30.541259765625,0.010882132686674595,812.7301635742188,64.42385864257812,0.0020992972422391176,817.9583129882812,0.0,0.0265519842505455,857.6890869140625,0.0,0.027268823236227036,732.4051513671875,24.59209442138672,0.2026011049747467,782.5023193359375,41.012969970703125,0.2127573937177658,701.0516967773438,23.973655700683594,0.3167778253555298,694.3721313476562,26.182754516601562,0.372934490442276,897.126708984375,127.1414566040039,0.9396971464157104,917.4971923828125,128.42701721191406,0.9322437644004822,772.11328125,468.9504089355469,0.9880936741828918,820.8032836914062,479.79547119140625,0.9825437664985657,869.9619750976562,832.3804321289062,0.9807471632957458,1081.7823486328125,679.913818359375,0.9756138920783997
2,66,732.70458984375,57.3299560546875,0.0044409590773284435,736.6710815429688,41.6480712890625,0.0037397504784166813,736.3909301757812,57.760986328125,0.0012583150528371334,780.8688354492188,25.66259765625,0.010126887820661068,787.1387329101562,51.94981384277344,0.0016544602112844586,794.7813720703125,0.0,0.03137447312474251,861.7122802734375,0.0,0.02900291047990322,731.7815551757812,30.166488647460938,0.30537405610084534,831.9556274414062,43.391075134277344,0.26815226674079895,709.428955078125,31.355209350585938,0.4997464418411255,728.7622680664062,47.251190185546875,0.47274455428123474,885.1362915039062,132.3053436279297,0.9516578316688538,917.1282958984375,124.1429672241211,0.9444575905799866,793.1283569335938,493.3601989746094,0.9914956092834473,835.53759765625,479.7287292480469,0.9877383708953857,912.5285034179688,825.4215698242188,0.9860535264015198,1031.953857421875,716.720703125,0.9830695390701294
3,100,766.9052124023438,56.313262939453125,0.0056792572140693665,767.9176025390625,39.32798767089844,0.004830682184547186,765.469482421875,52.55731201171875,0.0011881012469530106,815.7403564453125,25.513092041015625,0.015103601850569248,817.9072875976562,48.661376953125,0.0013241816777735949,847.2625122070312,0.0,0.038999006152153015,886.2328491210938,0.0,0.04966622591018677,805.754150390625,28.72503662109375,0.33697161078453064,892.7180786132812,53.55372619628906,0.3932693302631378,734.434814453125,50.057373046875,0.5603285431861877,746.7015380859375,60.67707824707031,0.599292516708374,903.0258178710938,140.0918426513672,0.8809038996696472,904.8012084960938,128.09156799316406,0.8866625428199768,807.5030517578125,493.6559143066406,0.9589698314666748,758.6259155273438,462.71905517578125,0.9525405168533325,951.3347778320312,821.6510009765625,0.9145066142082214,947.285400390625,762.9913330078125,0.9133042097091675
4,133,766.8475952148438,65.51838684082031,0.004012623336166143,771.5413208007812,50.33738708496094,0.002977429423481226,767.2630615234375,65.60620880126953,0.0013344790786504745,815.4701538085938,34.292884826660156,0.007516042795032263,800.1156005859375,62.43809509277344,0.0016670575132593513,848.5843505859375,0.0,0.017477748915553093,858.0264282226562,0.0,0.047411784529685974,801.706298828125,30.952056884765625,0.17492859065532684,880.8829345703125,55.9801025390625,0.45044034719467163,742.8951416015625,42.80918884277344,0.3391203284263611,758.0755004882812,53.963287353515625,0.599460780620575,900.0087890625,145.70761108398438,0.9354455471038818,869.2161254882812,136.02406311035156,0.9569495320320129,852.5064697265625,498.92645263671875,0.9860168099403381,725.3247680664062,448.2843933105469,0.9878299832344055,1000.821533203125,826.4280395507812,0.976090669631958,878.6612548828125,725.9574584960938,0.9811305999755859
5,166,758.952392578125,69.74750518798828,0.0036106931511312723,764.354736328125,55.15928649902344,0.002818130888044834,760.1090698242188,68.06748962402344,0.0012968075461685658,807.36865234375,40.52574920654297,0.007401247974485159,792.9263305664062,63.32659149169922,0.0016438498860225081,842.6804809570312,1.45367431640625,0.01486655417829752,849.1112060546875,0.0,0.04379408061504364,799.0471801757812,28.102249145507812,0.1318231076002121,877.7285766601562,51.66096496582031,0.4079309105873108,753.6076049804688,37.11273193359375,0.23891615867614746,765.6470947265625,45.952423095703125,0.5040035843849182,901.2653198242188,137.47825622558594,0.9285315275192261,860.0367431640625,130.0045623779297,0.9554199576377869,885.2536010742188,492.72747802734375,0.9849629998207092,712.795166015625,442.4365539550781,0.9880856275558472,1053.7991943359375,824.3706665039062,0.9753924012184143,801.9944458007812,765.2924194335938,0.9821327328681946
6,200,742.4017944335938,48.2633056640625,0.010363837704062462,751.4805908203125,32.951934814453125,0.00882299430668354,738.9041137695312,41.66313171386719,0.002610338618978858,804.8950805664062,26.442718505859375,0.01407130341976881,766.219482421875,40.434539794921875,0.0016526151448488235,843.5154418945312,5.317840576171875,0.0392761267721653,817.9237060546875,3.20196533203125,0.040635619312524796,812.458251953125,19.376220703125,0.28958165645599365,842.232421875,37.68310546875,0.29695674777030945,771.240478515625,20.435806274414062,0.43883517384529114,768.0015258789062,21.387405395507812,0.4051392674446106,913.365966796875,132.5408477783203,0.9427124261856079,851.0597534179688,125.91064453125,0.9426395893096924,918.1397094726562,494.7981262207031,0.9880059361457825,721.2296142578125,443.3848876953125,0.9852296710014343,1102.8621826171875,812.8826293945312,0.9786868691444397,728.6107177734375,784.3163452148438,0.9805780649185181
7,233,800.5874633789062,69.02867889404297,0.00410643732175231,804.076904296875,57.78936767578125,0.003775427583605051,796.5016479492188,64.6658706665039,0.001711689168587327,834.9310913085938,45.78730773925781,0.010077772662043571,810.9659423828125,55.7003173828125,0.0024351924657821655,843.3446655273438,9.954299926757812,0.03721750155091286,834.9853515625,0.0,0.01979505643248558,771.473388671875,22.308746337890625,0.2130136787891388,814.3478393554688,22.074737548828125,0.10320990532636642,762.3975830078125,19.327285766601562,0.20467136800289154,761.5025024414062,15.110366821289062,0.10240259766578674,913.3295288085938,130.77479553222656,0.947155773639679,854.6162109375,119.38920593261719,0.9268617630004883,960.0678100585938,489.08636474609375,0.9892576336860657,734.5008544921875,447.3941345214844,0.9825353622436523,1140.9530029296875,798.2849731445312,0.9853142499923706,667.8497924804688,784.8622436523438,0.9825209975242615
8,266,782.9965209960938,79.83853912353516,0.0029461022932082415,786.566162109375,65.32752227783203,0.0030970191583037376,782.0359497070312,70.22314453125,0.001370879472233355,816.194091796875,52.602447509765625,0.010600602254271507,803.7156982421875,58.46612548828125,0.0024639011826366186,824.1369018554688,19.26177978515625,0.01712036319077015,843.7349853515625,9.410568237304688,0.018527435138821602,735.8051147460938,61.2198486328125,0.06992761790752411,901.6275024414062,56.1668701171875,0.08074013888835907,677.7264404296875,129.0330047607422,0.06239737942814827,887.1082763671875,106.78152465820312,0.06005305051803589,906.9139404296875,113.67453002929688,0.9148938059806824,858.9349365234375,112.55213928222656,0.9198307394981384,973.2713623046875,473.7846984863281,0.9874839186668396,746.0870361328125,446.9695129394531,0.9859404563903809,1172.555419921875,779.111572265625,0.9880286455154419,654.9807739257812,788.7671508789062,0.9894056916236877
9,300,809.3956298828125,80.85944366455078,0.0035647419281303883,810.5475463867188,68.26480865478516,0.0037054354324936867,807.7197875976562,73.90889739990234,0.0017611803486943245,837.6185913085938,57.14703369140625,0.010142318904399872,825.974853515625,64.76630401611328,0.0026239280123263597,838.1441040039062,30.420089721679688,0.020991258323192596,859.046630859375,11.53875732421875,0.013937145471572876,745.8717651367188,73.66667175292969,0.09515286982059479,897.8448486328125,67.76756286621094,0.06162017583847046,683.8898315429688,123.79252624511719,0.08563672006130219,869.660400390625,119.36228942871094,0.0550699383020401,905.1297607421875,108.99989318847656,0.9172499179840088,855.9574584960938,99.89657592773438,0.9008071422576904,977.5844116210938,464.5733642578125,0.9879541397094727,747.5184326171875,442.79571533203125,0.9832108020782471,1196.293701171875,763.7186279296875,0.9890370965003967,653.7817993164062,779.9769287109375,0.9877041578292847
